Date, Daily Fees ,average gas price,Date(UTC),Value (Wei),gas used,Date(UTC),Value,eth price,Date(UTC),Value,,,,,,,,
6/12/17," $2,417,686.43 ",,9/16/23,13803085156,,9/16/23,1.07138E+11,,9/16/23,1634.86,,,,,,,,
6/11/17," $2,110,383.72 ",,9/17/23,12180974956,,9/17/23,1.06744E+11,,9/17/23,1623.06,,,,,,,,
6/10/17," $3,653,522.69 ",,9/18/23,20745638649,,9/18/23,1.0752E+11,,9/18/23,1637.93,,,,,,,,
6/9/17," $2,921,978.44 ",,9/19/23,16487181115,,9/19/23,1.07835E+11,,9/19/23,1643.51,,,,,,,,
6/8/17," $3,235,367.70 ",,9/20/23,18468061245,,9/20/23,1.07981E+11,,9/20/23,1622.39,,,,,,,,
6/7/17," $6,643,862.84 ",,9/21/23,38877485920,,9/21/23,1.07884E+11,,9/21/23,1584.04,,,,,,,,
6/6/17," $2,236,035.87 ",,9/22/23,13017038958,,9/22/23,1.07827E+11,,9/22/23,1593.09,,,,,,,,
6/5/17," $1,874,028.59 ",,9/23/23,10829844791,,9/23/23,1.08565E+11,,9/23/23,1593.91,,,,,,,,
6/4/17," $1,779,671.62 ",,9/24/23,10394171996,,9/24/23,1.0831E+11,,9/24/23,1580.82,,,,,,,,
6/3/17," $2,863,777.53 ",,9/25/23,16689626817,,9/25/23,1.08056E+11,,9/25/23,1587.98,,,,,,,,
6/2/17," $3,314,082.81 ",,9/26/23,19272125610,,9/26/23,1.07931E+11,,9/26/23,1593.27,,,,,,,,
6/1/17," $2,629,712.55 ",,9/27/23,15250870993,,9/27/23,1.07922E+11,,9/27/23,1597.73,,,,,,,,
5/31/17," $2,638,181.63 ",,9/28/23,14813632157,,9/28/23,1.07745E+11,,9/28/23,1652.9,,,,,,,,
5/30/17," $2,346,061.42 ",,9/29/23,13039730062,,9/29/23,1.079E+11,,9/29/23,1667.44,,,,,,,,
5/29/17," $2,028,330.87 ",,9/30/23,11215628851,,9/30/23,1.0823E+11,,9/30/23,1670.97,,,,,,,,
5/28/17," $2,034,800.83 ",,10/1/23,10825727079,,10/1/23,1.08432E+11,,10/1/23,1733.44,,,,,,,,
5/27/17," $4,103,556.75 ",,10/2/23,22796713569,,10/2/23,1.08255E+11,,10/2/23,1662.8,,,,,,,,
5/26/17," $2,692,211.50 ",,10/3/23,15047829339,,10/3/23,1.07975E+11,,10/3/23,1656.96,,,,,,,,
5/25/17," $2,268,637.95 ",,10/4/23,12740447740,,10/4/23,1.08129E+11,,10/4/23,1646.79,,,,,,,,
5/24/17," $2,126,832.98 ",,10/5/23,12190494886,,10/5/23,1.08249E+11,,10/5/23,1611.72,,,,,,,,
5/23/17," $1,980,015.83 ",,10/6/23,11118749182,,10/6/23,1.08194E+11,,10/6/23,1645.93,,,,,,,,
5/22/17," $1,633,273.53 ",,10/7/23,9225964157,,10/7/23,1.08299E+11,,10/7/23,1634.64,,,,,,,,
5/21/17," $1,557,723.26 ",,10/8/23,8803796378,,10/8/23,1.08311E+11,,10/8/23,1633.61,,,,,,,,
5/20/17," $1,925,534.81 ",,10/9/23,11285593525,,10/9/23,1.0797E+11,,10/9/23,1580.25,,,,,,,,
5/19/17," $1,766,733.19 ",,10/10/23,10418480920,,10/10/23,1.08171E+11,,10/10/23,1567.68,,,,,,,,
5/18/17," $1,826,017.24 ",,10/11/23,10809777559,,10/11/23,1.07833E+11,,10/11/23,1566.52,,,,,,,,
5/17/17," $1,923,426.48 ",,10/12/23,11566035535,,10/12/23,1.08027E+11,,10/12/23,1539.43,,,,,,,,
5/16/17," $1,947,563.72 ",,10/13/23,11614719089,,10/13/23,1.08033E+11,,10/13/23,1552.12,,,,,,,,
5/15/17," $1,340,563.86 ",,10/14/23,7940853545,,10/14/23,1.08564E+11,,10/14/23,1555.02,,,,,,,,
5/14/17," $1,453,640.10 ",,10/15/23,8599934583,,10/15/23,1.08492E+11,,10/15/23,1557.99,,,,,,,,
5/13/17," $2,572,304.35 ",,10/16/23,14850235863,,10/16/23,1.08254E+11,,10/16/23,1600.09,,,,,,,,
5/12/17," $2,086,706.01 ",,10/17/23,12340604841,,10/17/23,1.08019E+11,,10/17/23,1565.4,,,,,,,,
5/11/17," $2,162,803.24 ",,10/18/23,12820216358,,10/18/23,1.0789E+11,,10/18/23,1563.66,,,,,,,,
5/10/17," $2,229,040.18 ",,10/19/23,13178353285,,10/19/23,1.07903E+11,,10/19/23,1567.55,,,,,,,,
5/9/17," $2,943,372.55 ",,10/20/23,16980753564,,10/20/23,1.08007E+11,,10/20/23,1604.86,,,,,,,,
5/8/17," $1,989,337.85 ",,10/21/23,11306750982,,10/21/23,1.07977E+11,,10/21/23,1629.44,,,,,,,,
5/7/17," $2,063,189.95 ",,10/22/23,11480215760,,10/22/23,1.07991E+11,,10/22/23,1664.18,,,,,,,,
5/6/17," $4,939,850.42 ",,10/23/23,25898811752,,10/23/23,1.07985E+11,,10/23/23,1766.32,,,,,,,,
5/5/17," $6,031,858.34 ",,10/24/23,31356942566,,10/24/23,1.07753E+11,,10/24/23,1785.2,,,,,,,,
5/4/17," $5,701,248.46 ",,10/25/23,29650142245,,10/25/23,1.07561E+11,,10/25/23,1787.67,,,,,,,,
5/3/17," $5,634,238.53 ",,10/26/23,28965039599,,10/26/23,1.07843E+11,,10/26/23,1803.72,,,,,,,,
5/2/17," $4,405,521.90 ",,10/27/23,22917952679,,10/27/23,1.07996E+11,,10/27/23,1779.98,,,,,,,,
5/1/17," $3,381,493.62 ",,10/28/23,17658107990,,10/28/23,1.0779E+11,,10/28/23,1776.59,,,,,,,,
4/30/17," $3,507,200.43 ",,10/29/23,18114650623,,10/29/23,1.0782E+11,,10/29/23,1795.69,,,,,,,,
4/29/17," $5,317,462.50 ",,10/30/23,27247936476,,10/30/23,1.07827E+11,,10/30/23,1809.85,,,,,,,,
4/28/17," $5,673,047.07 ",,10/31/23,29033154312,,10/31/23,1.07631E+11,,10/31/23,1815.45,,,,,,,,
4/27/17," $6,083,435.74 ",,11/1/23,30502115045,,11/1/23,1.07945E+11,,11/1/23,1847.63,,,,,,,,
4/26/17," $5,828,955.30 ",,11/2/23,30074060484,,11/2/23,1.07598E+11,,11/2/23,1801.34,,,,,,,,
4/25/17," $5,298,157.41 ",,11/3/23,26833119086,,11/3/23,1.07677E+11,,11/3/23,1833.71,,,,,,,,
4/24/17," $4,016,554.84 ",,11/4/23,20081868287,,11/4/23,1.07692E+11,,11/4/23,1857.23,,,,,,,,
4/23/17," $4,706,705.01 ",,11/5/23,23092755495,,11/5/23,1.07653E+11,,11/5/23,1893.28,,,,,,,,
4/22/17," $7,165,856.86 ",,11/6/23,34963340751,,11/6/23,1.07777E+11,,11/6/23,1901.65,,,,,,,,
4/21/17," $6,464,562.16 ",,11/7/23,31764118198,,11/7/23,1.07903E+11,,11/7/23,1886.12,,,,,,,,
4/20/17," $7,510,692.77 ",,11/8/23,36835194279,,11/8/23,1.07938E+11,,11/8/23,1889.05,,,,,,,,
4/19/17," $13,074,050.17 ",,11/9/23,57102480375,,11/9/23,1.07941E+11,,11/9/23,2121.13,,,,,,,,
4/18/17," $10,001,687.98 ",,11/10/23,44566249163,,11/10/23,1.07972E+11,,11/10/23,2078.52,,,,,,,,
4/17/17," $7,481,544.18 ",,11/11/23,33766431271,,11/11/23,1.07896E+11,,11/11/23,2053.53,,,,,,,,
4/16/17," $7,257,692.08 ",,11/12/23,32887947141,,11/12/23,1.07891E+11,,11/12/23,2045.4,,,,,,,,
4/15/17," $12,073,695.55 ",,11/13/23,54342492133,,11/13/23,1.07859E+11,,11/13/23,2059.9,,,,,,,,
4/14/17," $9,149,432.36 ",,11/14/23,42769074310,,11/14/23,1.08062E+11,,11/14/23,1979.66,,,,,,,,
4/13/17," $8,753,040.12 ",,11/15/23,39406915229,,11/15/23,1.07844E+11,,11/15/23,2059.63,,,,,,,,
4/12/17," $8,381,425.05 ",,11/16/23,39562673470,,11/16/23,1.08003E+11,,11/16/23,1961.54,,,,,,,,
4/11/17," $6,898,199.17 ",,11/17/23,32579592056,,11/17/23,1.07939E+11,,11/17/23,1961.61,,,,,,,,
4/10/17," $5,752,593.52 ",,11/18/23,27278257634,,11/18/23,1.07394E+11,,11/18/23,1963.67,,,,,,,,
4/9/17," $5,390,531.47 ",,11/19/23,24844635282,,11/19/23,1.07813E+11,,11/19/23,2012.46,,,,,,,,
4/8/17," $9,855,461.48 ",,11/20/23,45131791881,,11/20/23,1.07964E+11,,11/20/23,2022.62,,,,,,,,
4/7/17," $9,520,086.58 ",,11/21/23,45641080284,,11/21/23,1.07865E+11,,11/21/23,1933.76,,,,,,,,
4/6/17," $10,052,279.67 ",,11/22/23,45161108097,,11/22/23,1.07838E+11,,11/22/23,2064.08,,,,,,,,
4/5/17," $8,306,935.23 ",,11/23/23,37337252875,,11/23/23,1.07864E+11,,11/23/23,2062.63,,,,,,,,
4/4/17," $7,463,051.28 ",,11/24/23,33263276750,,11/24/23,1.07751E+11,,11/24/23,2082.24,,,,,,,,
4/3/17," $5,880,266.36 ",,11/25/23,26140756115,,11/25/23,1.07937E+11,,11/25/23,2084.06,,,,,,,,
4/2/17," $6,343,305.84 ",,11/26/23,28528695135,,11/26/23,1.07779E+11,,11/26/23,2063.01,,,,,,,,
4/1/17," $8,207,011.06 ",,11/27/23,37580579846,,11/27/23,1.07702E+11,,11/27/23,2027.67,,,,,,,,
3/31/17," $10,179,727.19 ",,11/28/23,46073858389,,11/28/23,1.07825E+11,,11/28/23,2049.1,,,,,,,,
3/30/17," $9,317,411.65 ",,11/29/23,42539356166,,11/29/23,1.07941E+11,,11/29/23,2029.17,,,,,,,,
3/29/17," $11,360,603.68 ",,11/30/23,51292428374,,11/30/23,1.07888E+11,,11/30/23,2052.93,,,,,,,,
3/28/17," $10,789,618.74 ",,12/1/23,47902562692,,12/1/23,1.07863E+11,,12/1/23,2088.21,,,,,,,,
3/27/17," $9,138,554.18 ",,12/2/23,39046408864,,12/2/23,1.08073E+11,,12/2/23,2165.6,,,,,,,,
3/26/17," $8,876,469.28 ",,12/3/23,37558175914,,12/3/23,1.07731E+11,,12/3/23,2193.78,,,,,,,,
3/25/17," $12,659,070.20 ",,12/4/23,52284180840,,12/4/23,1.07933E+11,,12/4/23,2243.25,,,,,,,,
3/24/17," $15,396,554.72 ",,12/5/23,62249090972,,12/5/23,1.07825E+11,,12/5/23,2293.88,,,,,,,,
3/23/17," $14,886,884.50 ",,12/6/23,61927988727,,12/6/23,1.07655E+11,,12/6/23,2232.96,,,,,,,,
3/22/17," $14,085,622.42 ",,12/7/23,55535210757,,12/7/23,1.07619E+11,,12/7/23,2356.77,,,,,,,,
3/21/17," $12,044,513.04 ",,12/8/23,47393303836,,12/8/23,1.07735E+11,,12/8/23,2358.94,,,,,,,,
3/20/17," $9,663,743.63 ",,12/9/23,38300260671,,12/9/23,1.07775E+11,,12/9/23,2341.13,,,,,,,,
3/19/17," $9,678,177.93 ",,12/10/23,38086143980,,12/10/23,1.08027E+11,,12/10/23,2352.31,,,,,,,,
3/18/17," $9,980,473.30 ",,12/11/23,41508837912,,12/11/23,1.08108E+11,,12/11/23,2224.1,,,,,,,,
3/17/17," $11,933,430.01 ",,12/12/23,50122096805,,12/12/23,1.08107E+11,,12/12/23,2202.33,,,,,,,,
3/16/17," $12,959,435.90 ",,12/13/23,53102099693,,12/13/23,1.07951E+11,,12/13/23,2260.72,,,,,,,,
3/15/17," $12,592,474.91 ",,12/14/23,50490208853,,12/14/23,1.07686E+11,,12/14/23,2316.03,,,,,,,,
3/14/17," $14,943,716.73 ",,12/15/23,62408897335,,12/15/23,1.07844E+11,,12/15/23,2220.32,,,,,,,,
3/13/17," $13,461,386.67 ",,12/16/23,56142820542,,12/16/23,1.07658E+11,,12/16/23,2227.14,,,,,,,,
3/12/17," $10,167,693.69 ",,12/17/23,43035438461,,12/17/23,1.07645E+11,,12/17/23,2194.84,,,,,,,,
3/11/17," $15,579,233.19 ",,12/18/23,65135843878,,12/18/23,1.078E+11,,12/18/23,2218.75,,,,,,,,
3/10/17," $13,920,914.57 ",,12/19/23,59461865666,,12/19/23,1.07521E+11,,12/19/23,2177.38,,,,,,,,
3/9/17," $14,190,990.76 ",,12/20/23,59904298984,,12/20/23,1.0758E+11,,12/20/23,2202.03,,,,,,,,
3/8/17," $10,782,929.49 ",,12/21/23,44677681379,,12/21/23,1.07751E+11,,12/21/23,2239.88,,,,,,,,
3/7/17," $9,458,208.28 ",,12/22/23,37780442260,,12/22/23,1.07605E+11,,12/22/23,2326.53,,,,,,,,
3/6/17," $6,423,549.90 ",,12/23/23,25841520736,,12/23/23,1.0763E+11,,12/23/23,2309.54,,,,,,,,
3/5/17," $6,269,655.31 ",,12/24/23,25761943570,,12/24/23,1.07428E+11,,12/24/23,2265.42,,,,,,,,
3/4/17," $6,348,216.01 ",,12/25/23,26045896236,,12/25/23,1.07288E+11,,12/25/23,2271.75,,,,,,,,
3/3/17," $5,342,122.81 ",,12/26/23,22207584805,,12/26/23,1.07826E+11,,12/26/23,2230.94,,,,,,,,
3/2/17," $8,040,576.31 ",,12/27/23,31475090098,,12/27/23,1.0732E+11,,12/27/23,2380.34,,,,,,,,
3/1/17," $8,596,615.22 ",,12/28/23,34067777487,,12/28/23,1.07587E+11,,12/28/23,2345.44,,,,,,,,
2/28/17," $6,917,678.36 ",,12/29/23,28027641089,,12/29/23,1.07328E+11,,12/29/23,2299.64,,,,,,,,
2/27/17," $5,631,905.20 ",,12/30/23,22897728249,,12/30/23,1.07328E+11,,12/30/23,2291.65,,,,,,,,
2/26/17," $4,274,646.69 ",,12/31/23,17377901165,,12/31/23,1.07822E+11,,12/31/23,2281.36,,,,,,,,
2/25/17," $3,766,657.10 ",,1/1/24,14906085174,,1/1/24,1.07408E+11,,1/1/24,2352.65,,,,,,,,
2/24/17," $5,643,569.49 ",,1/2/24,22284590590,,1/2/24,1.07479E+11,,1/2/24,2356.28,,,,,,,,
2/23/17," $9,526,348.97 ",,1/3/24,39988832546,,1/3/24,1.07766E+11,,1/3/24,2210.57,,,,,,,,
2/22/17," $6,366,840.74 ",,1/4/24,26099893223,,1/4/24,1.07488E+11,,1/4/24,2269.47,,,,,,,,
2/21/17," $5,556,457.55 ",,1/5/24,22821996688,,1/5/24,1.07245E+11,,1/5/24,2270.21,,,,,,,,
2/20/17," $4,868,660.29 ",,1/6/24,20329524156,,1/6/24,1.06831E+11,,1/6/24,2241.73,,,,,,,,
2/19/17," $7,766,385.58 ",,1/7/24,32535045832,,1/7/24,1.07394E+11,,1/7/24,2222.73,,,,,,,,
2/18/17," $6,856,566.26 ",,1/8/24,27437921443,,1/8/24,1.07128E+11,,1/8/24,2332.66,,,,,,,,
2/17/17," $6,266,107.42 ",,1/9/24,24802785501,,1/9/24,1.07736E+11,,1/9/24,2344.97,,,,,,,,
2/16/17," $11,606,109.95 ",,1/10/24,41561765444,,1/10/24,1.0804E+11,,1/10/24,2584.69,,,,,,,,
2/15/17," $9,965,054.64 ",,1/11/24,35400353754,,1/11/24,1.07494E+11,,1/11/24,2618.71,,,,,,,,
2/14/17," $7,566,232.47 ",,1/12/24,27776006348,,1/12/24,1.08005E+11,,1/12/24,2522.11,,,,,,,,
2/13/17," $5,564,875.24 ",,1/13/24,19986845329,,1/13/24,1.08006E+11,,1/13/24,2577.89,,,,,,,,
2/12/17," $10,363,565.22 ",,1/14/24,38786781856,,1/14/24,1.08134E+11,,1/14/24,2470.94,,,,,,,,
2/11/17," $7,103,754.60 ",,1/15/24,26164485426,,1/15/24,1.08164E+11,,1/15/24,2510.12,,,,,,,,
2/10/17," $10,323,304.22 ",,1/16/24,36888126668,,1/16/24,1.08181E+11,,1/16/24,2586.91,,,,,,,,
2/9/17," $10,946,101.01 ",,1/17/24,40102180616,,1/17/24,1.07969E+11,,1/17/24,2528.09,,,,,,,,
2/8/17," $10,039,851.76 ",,1/18/24,37668315197,,1/18/24,1.07969E+11,,1/18/24,2468.6,,,,,,,,
2/7/17," $8,954,003.72 ",,1/19/24,33271450114,,1/19/24,1.08078E+11,,1/19/24,2490.05,,,,,,,,
2/6/17," $5,163,838.70 ",,1/20/24,19308792981,,1/20/24,1.0826E+11,,1/20/24,2470.31,,,,,,,,
2/5/17," $4,294,584.35 ",,1/21/24,16362395893,,1/21/24,1.06896E+11,,1/21/24,2455.35,,,,,,,,
2/4/17," $5,399,685.81 ",,1/22/24,21817992413,,1/22/24,1.07066E+11,,1/22/24,2311.54,,,,,,,,
2/3/17," $4,481,735.85 ",,1/23/24,18590570686,,1/23/24,1.0756E+11,,1/23/24,2241.32,,,,,,,,
2/2/17," $3,723,474.61 ",,1/24/24,15447411952,,1/24/24,1.07891E+11,,1/24/24,2234.13,,,,,,,,
2/1/17," $6,910,763.14 ",,1/25/24,28883670050,,1/25/24,1.07897E+11,,1/25/24,2217.5,,,,,,,,
1/31/17," $5,517,767.84 ",,1/26/24,22573714573,,1/26/24,1.07807E+11,,1/26/24,2267.33,,,,,,,,
1/30/17," $3,737,241.38 ",,1/27/24,15310918127,,1/27/24,1.07625E+11,,1/27/24,2267.97,,,,,,,,
1/29/17," $3,553,140.91 ",,1/28/24,14594281982,,1/28/24,1.07888E+11,,1/28/24,2256.6,,,,,,,,
1/28/17," $4,205,954.72 ",,1/29/24,16805633146,,1/29/24,1.07991E+11,,1/29/24,2317.51,,,,,,,,
1/27/17," $8,064,151.71 ",,1/30/24,31884774469,,1/30/24,1.07941E+11,,1/30/24,2343.1,,,,,,,,
1/26/17," $7,179,229.64 ",,1/31/24,29203802451,,1/31/24,1.07737E+11,,1/31/24,2281.77,,,,,,,,
1/25/17," $7,795,965.44 ",,2/1/24,31392970368,,2/1/24,1.07815E+11,,2/1/24,2303.34,,,,,,,,
1/24/17," $6,099,293.13 ",,2/2/24,24500437327,,2/2/24,1.07869E+11,,2/2/24,2307.85,,,,,,,,
1/23/17," $5,575,738.15 ",,2/3/24,22511514075,,2/3/24,1.07882E+11,,2/3/24,2295.87,,,,,,,,
1/22/17," $4,567,799.54 ",,2/4/24,18512427976,,2/4/24,1.0781E+11,,2/4/24,2288.68,,,,,,,,
1/21/17," $5,543,119.03 ",,2/5/24,22341636360,,2/5/24,1.07912E+11,,2/5/24,2299.16,,,,,,,,
1/20/17," $9,635,510.99 ",,2/6/24,37660659816,,2/6/24,1.07854E+11,,2/6/24,2372.2,,,,,,,,
1/19/17," $11,280,654.19 ",,2/7/24,43071499865,,2/7/24,1.08032E+11,,2/7/24,2424.33,,,,,,,,
1/18/17," $15,855,585.74 ",,2/8/24,60785647336,,2/8/24,1.07796E+11,,2/8/24,2419.79,,,,,,,,
1/17/17," $19,141,179.60 ",,2/9/24,71415240828,,2/9/24,1.07744E+11,,2/9/24,2487.62,,,,,,,,
1/16/17," $10,436,928.73 ",,2/10/24,38670181399,,2/10/24,1.07921E+11,,2/10/24,2500.87,,,,,,,,
1/15/17," $8,250,813.26 ",,2/11/24,30469736562,,2/11/24,1.07973E+11,,2/11/24,2507.91,,,,,,,,
1/14/17," $12,643,596.89 ",,2/12/24,43865510119,,2/12/24,1.08336E+11,,2/12/24,2660.56,,,,,,,,
1/13/17," $9,842,213.95 ",,2/13/24,34487521504,,2/13/24,1.08035E+11,,2/13/24,2641.6,,,,,,,,
1/12/17," $9,012,623.63 ",,2/14/24,30055114476,,2/14/24,1.07964E+11,,2/14/24,2777.51,,,,,,,,
1/11/17," $11,943,036.35 ",,2/15/24,39172512561,,2/15/24,1.0791E+11,,2/15/24,2825.35,,,,,,,,
1/10/17," $9,329,870.29 ",,2/16/24,30843412373,,2/16/24,1.07877E+11,,2/16/24,2804.05,,,,,,,,
1/9/17," $6,792,298.63 ",,2/17/24,22606061106,,2/17/24,1.07809E+11,,2/17/24,2787,,,,,,,,
1/8/17," $7,901,385.25 ",,2/18/24,25482158308,,2/18/24,1.07613E+11,,2/18/24,2881.4,,,,,,,,
1/7/17," $11,899,071.50 ",,2/19/24,37551815368,,2/19/24,1.07596E+11,,2/19/24,2945,,,,,,,,
1/6/17," $13,503,111.96 ",,2/20/24,41425451234,,2/20/24,1.08104E+11,,2/20/24,3015.27,,,,,,,,
1/5/17," $13,958,610.14 ",,2/21/24,43659442265,,2/21/24,1.07697E+11,,2/21/24,2968.67,,,,,,,,
1/4/17," $16,486,085.80 ",,2/22/24,51383326353,,2/22/24,1.08041E+11,,2/22/24,2969.67,,,,,,,,
1/3/17," $14,167,378.50 ",,2/23/24,44869526260,,2/23/24,1.08055E+11,,2/23/24,2922.1,,,,,,,,
1/2/17," $10,004,331.93 ",,2/24/24,30785077921,,2/24/24,1.08601E+11,,2/24/24,2992.35,,,,,,,,
1/1/17," $10,694,669.53 ",,2/25/24,31687193252,,2/25/24,1.08425E+11,,2/25/24,3112.81,,,,,,,,
," $15,147,870.08 ",,2/26/24,44049515982,,2/26/24,1.08199E+11,,2/26/24,3178.24,,,,,,,,
," $18,307,910.80 ",,2/27/24,52078273471,,2/27/24,1.08378E+11,,2/27/24,3243.69,,,,,,,,
," $24,003,716.96 ",,2/28/24,65493392699,,2/28/24,1.08231E+11,,2/28/24,3386.34,,,,,,,,
," $26,806,444.94 ",,2/29/24,74113151775,,2/29/24,1.0822E+11,,2/29/24,3342.24,,,,,,,,
," $21,810,886.63 ",,3/1/24,58406377546,,3/1/24,1.08686E+11,,3/1/24,3435.9,,,,,,,,
," $19,471,344.81 ",,3/2/24,52441171233,,3/2/24,1.08495E+11,,3/2/24,3422.26,,,,,,,,
," $20,776,819.46 ",,3/3/24,54765290988,,3/3/24,1.08718E+11,,3/3/24,3489.57,,,,,,,,
," $34,108,957.79 ",,3/4/24,86436145511,,3/4/24,1.08654E+11,,3/4/24,3631.85,,,,,,,,
," $38,127,189.48 ",,3/5/24,98680928276,,3/5/24,1.08594E+11,,3/5/24,3557.93,,,,,,,,
," $34,581,437.36 ",,3/6/24,83456739429,,3/6/24,1.08438E+11,,3/6/24,3821.19,,,,,,,,
," $31,272,289.97 ",,3/7/24,74415996706,,3/7/24,1.08463E+11,,3/7/24,3874.46,,,,,,,,
," $27,640,071.32 ",,3/8/24,66047493310,,3/8/24,1.07526E+11,,3/8/24,3891.97,,,,,,,,
," $25,113,298.60 ",,3/9/24,59055881981,,3/9/24,1.08668E+11,,3/9/24,3913.28,,,,,,,,
," $26,802,181.02 ",,3/10/24,63679788574,,3/10/24,1.08425E+11,,3/10/24,3881.86,,,,,,,,
," $31,877,437.05 ",,3/11/24,72310953858,,3/11/24,1.08427E+11,,3/11/24,4065.75,,,,,,,,
," $27,776,180.41 ",,3/12/24,64385923989,,3/12/24,1.08408E+11,,3/12/24,3979.43,,,,,,,,
," $27,993,841.75 ",,3/13/24,64569491149,,3/13/24,1.08066E+11,,3/13/24,4011.85,,,,,,,,
," $23,786,654.49 ",,3/14/24,56888536551,,3/14/24,1.07743E+11,,3/14/24,3880.8,,,,,,,,
," $18,562,575.83 ",,3/15/24,45740465011,,3/15/24,1.08438E+11,,3/15/24,3742.44,,,,,,,,
," $14,228,654.90 ",,3/16/24,37414230291,,3/16/24,1.08037E+11,,3/16/24,3520.08,,,,,,,,
," $12,737,470.43 ",,3/17/24,32275112489,,3/17/24,1.08373E+11,,3/17/24,3641.61,,,,,,,,
," $15,409,344.02 ",,3/18/24,40439650375,,3/18/24,1.08242E+11,,3/18/24,3520.31,,,,,,,,
," $15,377,253.35 ",,3/19/24,44977949993,,3/19/24,1.08245E+11,,3/19/24,3158.44,,,,,,,,
," $14,826,579.75 ",,3/20/24,38891587035,,3/20/24,1.08406E+11,,3/20/24,3516.66,,,,,,,,
," $12,843,238.40 ",,3/21/24,33968806911,,3/21/24,1.0827E+11,,3/21/24,3492.08,,,,,,,,
," $10,099,125.38 ",,3/22/24,27910718440,,3/22/24,1.08429E+11,,3/22/24,3337.08,,,,,,,,
," $7,718,450.63 ",,3/23/24,21387739965,,3/23/24,1.08357E+11,,3/23/24,3330.49,,,,,,,,
," $7,931,465.63 ",,3/24/24,21236141274,,3/24/24,1.08118E+11,,3/24/24,3454.45,,,,,,,,
," $11,465,586.10 ",,3/25/24,29623241049,,3/25/24,1.07784E+11,,3/25/24,3590.96,,,,,,,,
," $13,518,429.16 ",,3/26/24,34984052996,,3/26/24,1.07709E+11,,3/26/24,3587.6,,,,,,,,
," $14,643,111.73 ",,3/27/24,39817196793,,3/27/24,1.05081E+11,,3/27/24,3499.77,,,,,,,,
," $14,392,943.39 ",,3/28/24,37886051029,,3/28/24,1.06681E+11,,3/28/24,3561.1,,,,,,,,
," $11,042,185.33 ",,3/29/24,29083964023,,3/29/24,1.08121E+11,,3/29/24,3511.49,,,,,,,,
," $9,476,804.21 ",,3/30/24,25026990671,,3/30/24,1.07956E+11,,3/30/24,3507.56,,,,,,,,
," $9,349,919.33 ",,3/31/24,23756563956,,3/31/24,1.07947E+11,,3/31/24,3645.98,,,,,,,,
," $10,784,729.43 ",,4/1/24,28461218194,,4/1/24,1.08094E+11,,4/1/24,3505.52,,,,,,,,
," $14,854,483.67 ",,4/2/24,41928245505,,4/2/24,1.08033E+11,,4/2/24,3279.4,,,,,,,,
," $12,802,292.89 ",,4/3/24,35656715270,,4/3/24,1.08399E+11,,4/3/24,3312.24,,,,,,,,
," $10,498,407.20 ",,4/4/24,32890936091,,4/4/24,95876287173,,4/4/24,3329.17,,,,,,,,
," $8,386,602.86 ",,4/5/24,23332158093,,4/5/24,1.08295E+11,,4/5/24,3319.12,,,,,,,,
," $5,850,903.34 ",,4/6/24,16084542564,,4/6/24,1.08507E+11,,4/6/24,3352.4,,,,,,,,
," $6,956,637.95 ",,4/7/24,18607930808,,4/7/24,1.08243E+11,,4/7/24,3453.85,,,,,,,,
," $10,918,948.06 ",,4/8/24,27299946961,,4/8/24,1.08253E+11,,4/8/24,3694.7,,,,,,,,
," $11,333,711.97 ",,4/9/24,29806837490,,4/9/24,1.0849E+11,,4/9/24,3504.83,,,,,,,,
," $8,596,922.11 ",,4/10/24,22350673267,,4/10/24,1.08484E+11,,4/10/24,3545.56,,,,,,,,
," $8,712,160.21 ",,4/11/24,22956079294,,4/11/24,1.08333E+11,,4/11/24,3503.21,,,,,,,,
," $11,289,424.22 ",,4/12/24,32165056690,,4/12/24,1.08358E+11,,4/12/24,3239.12,,,,,,,,
," $15,496,258.17 ",,4/13/24,47579524113,,4/13/24,1.08149E+11,,4/13/24,3011.51,,,,,,,,
," $5,137,650.30 ",,4/14/24,14997630017,,4/14/24,1.08466E+11,,4/14/24,3158.26,,,,,,,,
," $6,202,544.22 ",,4/15/24,18448168036,,4/15/24,1.08351E+11,,4/15/24,3103,,,,,,,,
," $4,676,033.63 ",,4/16/24,13971156075,,4/16/24,1.08475E+11,,4/16/24,3085.42,,,,,,,,
," $7,641,233.47 ",,4/17/24,24998212649,,4/17/24,1.02398E+11,,4/17/24,2985.12,,,,,,,,
," $4,938,888.58 ",,4/18/24,14827204743,,4/18/24,1.08653E+11,,4/18/24,3065.69,,,,,,,,
," $4,719,893.09 ",,4/19/24,14229829052,,4/19/24,1.08468E+11,,4/19/24,3057.95,,,,,,,,
," $3,282,717.07 ",,4/20/24,9562570897,,4/20/24,1.08737E+11,,4/20/24,3157.04,,,,,,,,
," $3,398,355.76 ",,4/21/24,9913422718,,4/21/24,1.08892E+11,,4/21/24,3148.11,,,,,,,,
," $4,762,744.90 ",,4/22/24,13709597369,,4/22/24,1.08511E+11,,4/22/24,3201.55,,,,,,,,
," $5,410,497.20 ",,4/23/24,15486230693,,4/23/24,1.08509E+11,,4/23/24,3219.78,,,,,,,,
," $6,562,645.29 ",,4/24/24,19320031364,,4/24/24,1.0821E+11,,4/24/24,3139.1,,,,,,,,
